courseNumber;matnr
5100020;5822645
5100020;5822644
5100020;5822641
5100020;5822640
5100020;5822639
5100020;5822637
5100020;5822634
5100020;5822633
5100020;5822632
5100020;5822630
5100020;5822629
5100020;5822628
5100020;5822627
5100020;5822626
5100020;5822625
5100020;5822624
5100020;5822623
5100020;5822621
5100020;5822618
5100020;5822617
5100020;5822616
5100020;5822615
5100020;5822614
5100020;5822613
5100020;5822612
5100020;5822609
5100020;5822608
5100020;5822607
5100020;5822606
5100020;5822605
5100020;5822603
5100020;5822602
5100020;5822601
5100020;5822600
5100020;5822599
5100020;5822598
5100020;5822597
5100020;5822594
5100020;5822592
5100020;5822591
5100020;5822590
5100020;5822589
5100020;5822588
5100020;5822586
5100020;5822585
5100020;5822584
5100020;5822582
5100020;5822581
5100020;5822579
5100020;5822578
5100020;5822577
5100020;5822576
5100020;5822575
5100020;5822574
5100020;5822573
5100020;5822571
5100020;5822569
5100020;5822567
5100020;5822565
5100020;5822564
5100020;5822563
5100020;5821645
5100020;5821637
5100020;5821634
5100020;5821633
5100020;5821632
5100020;5821627
5100020;5821624
5100020;5821613
5100020;5821608
5100020;5821606
5100020;5821602
5100020;5821599
5100020;5821598
5100020;5821594
5100020;5821591
5100020;5821589
5100020;5821585
5100020;5821581
5100020;5821577
5100020;5821567
5100020;5821563
5100020;5820627
5100020;5820605
5100020;5820588
5100020;5820576
5100020;5820575
5100020;5819682
5100020;5819672
5100020;5819624
5100020;5817671
5100130;5822721
5100130;5822720
5100130;5822718
5100130;5822716
5100130;5822715
5100130;5822714
5100130;5822712
5100130;5822707
5100130;5822706
5100130;5822703
5100130;5822701
5100130;5822699
5100130;5822698
5100130;5822694
5100130;5822693
5100130;5822691
5100130;5822689
5100130;5822688
5100130;5822687
5100130;5822685
5100130;5822683
5100130;5822680
5100130;5822679
5100130;5822678
5100130;5822677
5100130;5822675
5100130;5822672
5100130;5822671
5100130;5822670
5100130;5822669
5100130;5822667
5100130;5822666
5100130;5822665
5100130;5822664
5100130;5822663
5100130;5822662
5100130;5822661
5100130;5822660
5100130;5822659
5100130;5822658
5100130;5822656
5100130;5822655
5100130;5822654
5100130;5822653
5100130;5822651
5100130;5822649
5100130;5822648
5100130;5822646
5100130;5822645
5100130;5822644
5100130;5822642
5100130;5822641
5100130;5822640
5100130;5822639
5100130;5822637
5100130;5822632
5100130;5822630
5100130;5822627
5100130;5822626
5100130;5822625
5100130;5822624
5100130;5822623
5100130;5822621
5100130;5822618
5100130;5822617
5100130;5822616
5100130;5822615
5100130;5822614
5100130;5822613
5100130;5822612
5100130;5822609
5100130;5822608
5100130;5822607
5100130;5822606
5100130;5822605
5100130;5822603
5100130;5822602
5100130;5822601
5100130;5822600
5100130;5822599
5100130;5822598
5100130;5822597
5100130;5822596
5100130;5822594
5100130;5822591
5100130;5822589
5100130;5822588
5100130;5822586
5100130;5822585
5100130;5822582
5100130;5822581
5100130;5822579
5100130;5822578
5100130;5822576
5100130;5822575
5100130;5822574
5100130;5822571
5100130;5822569
5100130;5822567
5100130;5822565
5100130;5822564
5100130;5822563
5100130;5821645
5100130;5821644
5100130;5821626
5100130;5821624
5100130;5821613
5100130;5821598
5100130;5821593
5100130;5821589
5100130;5819624
5100220;5821646
5100220;5821644
5100220;5821637
5100220;5821634
5100220;5821633
5100220;5821632
5100220;5821627
5100220;5821621
5100220;5821609
5100220;5821606
5100220;5821603
5100220;5821602
5100220;5821600
5100220;5821599
5100220;5821598
5100220;5821597
5100220;5821595
5100220;5821594
5100220;5821591
5100220;5821589
5100220;5821588
5100220;5821587
5100220;5821585
5100220;5821579
5100220;5821577
5100220;5821573
5100220;5821570
5100220;5821567
5100220;5821566
5100220;5821564
5100220;5820627
5100220;5820612
5100220;5820595
5100220;5820588
5100220;5820586
5100220;5820581
5100220;5820576
5100220;5820575
5100220;5819685
5100220;5819682
5100220;5819672
5100220;5819624
5100220;5819619
5100220;5819585
5100220;5819577
5100220;5818629
5100220;5818018
5100220;5817671
5100220;5817634
5100230;5822964
5100230;5822962
5100230;5821646
5100230;5821641
5100230;5821640
5100230;5821637
5100230;5821635
5100230;5821633
5100230;5821632
5100230;5821631
5100230;5821627
5100230;5821622
5100230;5821621
5100230;5821616
5100230;5821612
5100230;5821609
5100230;5821608
5100230;5821603
5100230;5821602
5100230;5821600
5100230;5821599
5100230;5821598
5100230;5821595
5100230;5821593
5100230;5821592
5100230;5821591
5100230;5821590
5100230;5821588
5100230;5821587
5100230;5821586
5100230;5821585
5100230;5821584
5100230;5821583
5100230;5821580
5100230;5821579
5100230;5821577
5100230;5821576
5100230;5821573
5100230;5821571
5100230;5821570
5100230;5821569
5100230;5821568
5100230;5821566
5100230;5821565
5100230;5821564
5100230;5820627
5100230;5820605
5100230;5820596
5100230;5820595
5100230;5820586
5100230;5820575
5100230;5819633
5100230;5819619
5100230;5819577
5100230;5818633
5100230;5818569
5100230;5817634
5100240;5820612
5100240;5818673
5100350;5822721
5100350;5822720
5100350;5822719
5100350;5822718
5100350;5822716
5100350;5822715
5100350;5822714
5100350;5822712
5100350;5822707
5100350;5822706
5100350;5822705
5100350;5822703
5100350;5822701
5100350;5822699
5100350;5822698
5100350;5822694
5100350;5822693
5100350;5822691
5100350;5822689
5100350;5822688
5100350;5822687
5100350;5822686
5100350;5822685
5100350;5822684
5100350;5822683
5100350;5822680
5100350;5822679
5100350;5822678
5100350;5822677
5100350;5822675
5100350;5822672
5100350;5822671
5100350;5822670
5100350;5822669
5100350;5822667
5100350;5822666
5100350;5822665
5100350;5822664
5100350;5822663
5100350;5822662
5100350;5822661
5100350;5822660
5100350;5822659
5100350;5822656
5100350;5822655
5100350;5822654
5100350;5822653
5100350;5822651
5100350;5822649
5100350;5822648
5100350;5822646
5100350;5822645
5100350;5822644
5100350;5822641
5100350;5822640
5100350;5822639
5100350;5822637
5100350;5822634
5100350;5822632
5100350;5822630
5100350;5822629
5100350;5822628
5100350;5822627
5100350;5822626
5100350;5822625
5100350;5822624
5100350;5822623
5100350;5822621
5100350;5822618
5100350;5822617
5100350;5822616
5100350;5822615
5100350;5822614
5100350;5822613
5100350;5822612
5100350;5822609
5100350;5822608
5100350;5822607
5100350;5822606
5100350;5822605
5100350;5822603
5100350;5822602
5100350;5822601
5100350;5822600
5100350;5822599
5100350;5822598
5100350;5822597
5100350;5822596
5100350;5822594
5100350;5822592
5100350;5822591
5100350;5822589
5100350;5822588
5100350;5822586
5100350;5822585
5100350;5822584
5100350;5822582
5100350;5822581
5100350;5822579
5100350;5822578
5100350;5822577
5100350;5822576
5100350;5822575
5100350;5822574
5100350;5822573
5100350;5822571
5100350;5822569
5100350;5822567
5100350;5822565
5100350;5822564
5100350;5822563
5100350;5821645
5100350;5821644
5100350;5821633
5100350;5821624
5100350;5821613
5100350;5821606
5100350;5821602
5100350;5821594
5100350;5821593
5100350;5821589
5100350;5821585
5100350;5819624
5100350;5819619
5100360;5821644
5100360;5821637
5100360;5821633
5100360;5821627
5100360;5821626
5100360;5821624
5100360;5821609
5100360;5821608
5100360;5821606
5100360;5821603
5100360;5821602
5100360;5821599
5100360;5821598
5100360;5821597
5100360;5821595
5100360;5821594
5100360;5821589
5100360;5821585
5100360;5821581
5100360;5821579
5100360;5821577
5100360;5821576
5100360;5821573
5100360;5821564
5100360;5821563
5100360;5820621
5100360;5820605
5100360;5820596
5100360;5820580
5100360;5820576
5100360;5820575
5100360;5820569
5100360;5819679
5100360;5819624
5100360;5819619
5100360;5819617
5100360;5819582
5100360;5819577
5100360;5818649
5100420;5819964
5100430;5820627
5100430;5819682
5100620;5821646
5100620;5821634
5100620;5821627
5100620;5821624
5100620;5821606
5100620;5821599
5100620;5821597
5100620;5821594
5100620;5821593
5100620;5821591
5100620;5821589
5100620;5821573
5100620;5821568
5100620;5820580
5100620;5820569
5100620;5819964
5100620;5819619
5100720;5822962
5100720;5822720
5100720;5822719
5100720;5822718
5100720;5822716
5100720;5822715
5100720;5822714
5100720;5822707
5100720;5822706
5100720;5822703
5100720;5822701
5100720;5822699
5100720;5822698
5100720;5822694
5100720;5822693
5100720;5822689
5100720;5822688
5100720;5822687
5100720;5822686
5100720;5822685
5100720;5822684
5100720;5822683
5100720;5822680
5100720;5822679
5100720;5822678
5100720;5822677
5100720;5822675
5100720;5822672
5100720;5822671
5100720;5822669
5100720;5822667
5100720;5822666
5100720;5822665
5100720;5822664
5100720;5822663
5100720;5822662
5100720;5822661
5100720;5822660
5100720;5822659
5100720;5822658
5100720;5822656
5100720;5822655
5100720;5822654
5100720;5822653
5100720;5822651
5100720;5822649
5100720;5822648
5100720;5822645
5100720;5822644
5100720;5822641
5100720;5822640
5100720;5822639
5100720;5822637
5100720;5822634
5100720;5822633
5100720;5822632
5100720;5822630
5100720;5822629
5100720;5822628
5100720;5822627
5100720;5822626
5100720;5822625
5100720;5822624
5100720;5822623
5100720;5822621
5100720;5822618
5100720;5822616
5100720;5822615
5100720;5822614
5100720;5822613
5100720;5822612
5100720;5822609
5100720;5822608
5100720;5822607
5100720;5822606
5100720;5822605
5100720;5822603
5100720;5822602
5100720;5822601
5100720;5822600
5100720;5822599
5100720;5822598
5100720;5822597
5100720;5822594
5100720;5822592
5100720;5822591
5100720;5822589
5100720;5822588
5100720;5822586
5100720;5822585
5100720;5822584
5100720;5822582
5100720;5822579
5100720;5822578
5100720;5822577
5100720;5822576
5100720;5822575
5100720;5822574
5100720;5822573
5100720;5822571
5100720;5822569
5100720;5822567
5100720;5822565
5100720;5822564
5100720;5822563
5100720;5821646
5100720;5821645
5100720;5821644
5100720;5821637
5100720;5821634
5100720;5821633
5100720;5821632
5100720;5821627
5100720;5821626
5100720;5821624
5100720;5821622
5100720;5821609
5100720;5821608
5100720;5821606
5100720;5821602
5100720;5821599
5100720;5821595
5100720;5821594
5100720;5821593
5100720;5821589
5100720;5821581
5100720;5821579
5100720;5821564
5100720;5821563
5100720;5820569
5100720;5819682
5100720;5819624
5100720;5819619
5100720;5819582
5100720;5817634
5100920;5822962
5100920;5822721
5100920;5822720
5100920;5822719
5100920;5822718
5100920;5822716
5100920;5822715
5100920;5822714
5100920;5822712
5100920;5822707
5100920;5822706
5100920;5822705
5100920;5822703
5100920;5822701
5100920;5822699
5100920;5822698
5100920;5822694
5100920;5822693
5100920;5822691
5100920;5822689
5100920;5822688
5100920;5822687
5100920;5822686
5100920;5822685
5100920;5822684
5100920;5822683
5100920;5822680
5100920;5822679
5100920;5822678
5100920;5822677
5100920;5822675
5100920;5822672
5100920;5822671
5100920;5822670
5100920;5822669
5100920;5822667
5100920;5822666
5100920;5822665
5100920;5822664
5100920;5822662
5100920;5822661
5100920;5822660
5100920;5822659
5100920;5822658
5100920;5822656
5100920;5822655
5100920;5822654
5100920;5822653
5100920;5822651
5100920;5822649
5100920;5822648
5100920;5822645
5100920;5822644
5100920;5822641
5100920;5822640
5100920;5822639
5100920;5822637
5100920;5822634
5100920;5822632
5100920;5822630
5100920;5822629
5100920;5822628
5100920;5822627
5100920;5822625
5100920;5822624
5100920;5822623
5100920;5822621
5100920;5822618
5100920;5822617
5100920;5822616
5100920;5822615
5100920;5822614
5100920;5822613
5100920;5822612
5100920;5822609
5100920;5822608
5100920;5822607
5100920;5822606
5100920;5822605
5100920;5822603
5100920;5822602
5100920;5822601
5100920;5822600
5100920;5822599
5100920;5822598
5100920;5822597
5100920;5822596
5100920;5822594
5100920;5822592
5100920;5822591
5100920;5822589
5100920;5822588
5100920;5822586
5100920;5822585
5100920;5822584
5100920;5822582
5100920;5822581
5100920;5822579
5100920;5822578
5100920;5822577
5100920;5822576
5100920;5822575
5100920;5822574
5100920;5822571
5100920;5822569
5100920;5822567
5100920;5822565
5100920;5822564
5100920;5822563
5100920;5821644
5100920;5821633
5100920;5821609
5100920;5821606
5100920;5821598
5100920;5819619
5100920;5819582
5100920;5818659
5101010;5822962
5101010;5822721
5101010;5822719
5101010;5822590
5101010;5821646
5101010;5821641
5101010;5821640
5101010;5821637
5101010;5821635
5101010;5821633
5101010;5821632
5101010;5821631
5101010;5821627
5101010;5821622
5101010;5821621
5101010;5821616
5101010;5821612
5101010;5821609
5101010;5821600
5101010;5821599
5101010;5821598
5101010;5821593
5101010;5821592
5101010;5821590
5101010;5821588
5101010;5821587
5101010;5821586
5101010;5821585
5101010;5821584
5101010;5821583
5101010;5821581
5101010;5821580
5101010;5821579
5101010;5821577
5101010;5821576
5101010;5821573
5101010;5821571
5101010;5821570
5101010;5821569
5101010;5821568
5101010;5821566
5101010;5821565
5101010;5820627
5101010;5820605
5101010;5820601
5101010;5820596
5101010;5820595
5101010;5820586
5101010;5820580
5101010;5820576
5101010;5820575
5101010;5819673
5101010;5819633
5101010;5819632
5101010;5819619
5101010;5819585
5101010;5819577
5101010;5819567
5101010;5818662
5101010;5818633
5101010;5818629
5101010;5818569
5101010;5817634
5101110;5822590
5101110;5821646
5101110;5821641
5101110;5821640
5101110;5821637
5101110;5821635
5101110;5821632
5101110;5821631
5101110;5821627
5101110;5821622
5101110;5821621
5101110;5821616
5101110;5821612
5101110;5821609
5101110;5821603
5101110;5821600
5101110;5821599
5101110;5821598
5101110;5821592
5101110;5821590
5101110;5821588
5101110;5821587
5101110;5821586
5101110;5821585
5101110;5821584
5101110;5821583
5101110;5821580
5101110;5821579
5101110;5821577
5101110;5821576
5101110;5821573
5101110;5821571
5101110;5821570
5101110;5821569
5101110;5821568
5101110;5821566
5101110;5821565
5101110;5821564
5101110;5820605
5101110;5820596
5101110;5820576
5101110;5820575
5101310;5819570
5101310;5818673
5101310;5818018
5101310;5817634
5101320;9822677
5101320;5820636
5101320;5820612
5101320;5820592
5101320;5820589
5101320;5820583
5101400;5822964
5101400;5822719
5101400;5821646
5101400;5821644
5101400;5821641
5101400;5821640
5101400;5821637
5101400;5821635
5101400;5821633
5101400;5821632
5101400;5821631
5101400;5821627
5101400;5821622
5101400;5821621
5101400;5821616
5101400;5821612
5101400;5821609
5101400;5821608
5101400;5821603
5101400;5821600
5101400;5821599
5101400;5821598
5101400;5821593
5101400;5821592
5101400;5821591
5101400;5821590
5101400;5821588
5101400;5821587
5101400;5821586
5101400;5821585
5101400;5821584
5101400;5821581
5101400;5821580
5101400;5821579
5101400;5821577
5101400;5821576
5101400;5821573
5101400;5821571
5101400;5821570
5101400;5821569
5101400;5821568
5101400;5821566
5101400;5821565
5101400;5821564
5101400;5820627
5101400;5820605
5101400;5820589
5101400;5820580
5101400;5820576
5101400;5820575
5101400;5820569
5101400;5819682
5101400;5819661
5101400;5819648
5101400;5819633
5101400;5819619
5101400;5818649
5101400;5818645
5101400;5818563
5101400;5817671
5101400;5817634
5101510;5821624
5101510;5821597
5101510;5821591
5101510;5821589
5101620;5822962
5101620;5822721
5101620;5822720
5101620;5822719
5101620;5822718
5101620;5822716
5101620;5822715
5101620;5822714
5101620;5822707
5101620;5822706
5101620;5822705
5101620;5822703
5101620;5822701
5101620;5822699
5101620;5822698
5101620;5822694
5101620;5822693
5101620;5822691
5101620;5822689
5101620;5822688
5101620;5822687
5101620;5822686
5101620;5822685
5101620;5822684
5101620;5822683
5101620;5822680
5101620;5822679
5101620;5822678
5101620;5822677
5101620;5822675
5101620;5822672
5101620;5822671
5101620;5822670
5101620;5822669
5101620;5822667
5101620;5822666
5101620;5822665
5101620;5822664
5101620;5822663
5101620;5822662
5101620;5822661
5101620;5822660
5101620;5822659
5101620;5822658
5101620;5822656
5101620;5822655
5101620;5822654
5101620;5822653
5101620;5822651
5101620;5822649
5101620;5822648
5101620;5822646
5101620;5822645
5101620;5822644
5101620;5822641
5101620;5822640
5101620;5822639
5101620;5822637
5101620;5822634
5101620;5822632
5101620;5822630
5101620;5822629
5101620;5822628
5101620;5822627
5101620;5822626
5101620;5822625
5101620;5822624
5101620;5822623
5101620;5822621
5101620;5822618
5101620;5822617
5101620;5822616
5101620;5822615
5101620;5822614
5101620;5822613
5101620;5822612
5101620;5822609
5101620;5822608
5101620;5822607
5101620;5822606
5101620;5822605
5101620;5822603
5101620;5822602
5101620;5822601
5101620;5822600
5101620;5822599
5101620;5822598
5101620;5822597
5101620;5822596
5101620;5822594
5101620;5822592
5101620;5822591
5101620;5822589
5101620;5822588
5101620;5822586
5101620;5822585
5101620;5822584
5101620;5822582
5101620;5822581
5101620;5822579
5101620;5822578
5101620;5822577
5101620;5822576
5101620;5822575
5101620;5822574
5101620;5822573
5101620;5822571
5101620;5822569
5101620;5822567
5101620;5822565
5101620;5822564
5101620;5822563
5101620;5821645
5101620;5821637
5101620;5821632
5101620;5821626
5101620;5821608
5101620;5821606
5101620;5821594
5101620;5821589
5101620;5821587
5101620;5821563
5101620;4720687
5101700;5819964
5101700;5819577
5101700;5817634
5101730;5822964
5101730;5822719
5101730;5821646
5101730;5821641
5101730;5821640
5101730;5821635
5101730;5821633
5101730;5821632
5101730;5821631
5101730;5821627
5101730;5821622
5101730;5821621
5101730;5821616
5101730;5821612
5101730;5821609
5101730;5821608
5101730;5821603
5101730;5821600
5101730;5821599
5101730;5821598
5101730;5821595
5101730;5821592
5101730;5821591
5101730;5821590
5101730;5821588
5101730;5821587
5101730;5821586
5101730;5821585
5101730;5821584
5101730;5821583
5101730;5821580
5101730;5821579
5101730;5821577
5101730;5821576
5101730;5821573
5101730;5821571
5101730;5821570
5101730;5821569
5101730;5821568
5101730;5821567
5101730;5821566
5101730;5821565
5101730;5821564
5101730;5820627
5101730;5820605
5101730;5820601
5101730;5820596
5101730;5820595
5101730;5820580
5101730;5820576
5101730;5820575
5101730;5820570
5101730;5819682
5101730;5819619
5101820;5821644
5101820;5821637
5101820;5821634
5101820;5821633
5101820;5821627
5101820;5821622
5101820;5821608
5101820;5821598
5101820;5821597
5101820;5821595
5101820;5821594
5101820;5821589
5101820;5821581
5101820;5821564
5101820;5821563
5101820;5820605
5101820;5820601
5101820;5820576
5101820;5820575
5101820;5820569
5101820;5819682
5101820;5819673
5101820;5819624
5101820;5819619
5101820;5819567
5101910;5820601
5101910;5820589
5101910;5820586
5101910;5819682
5101910;5817634
5102120;5820612
5102120;5820588
5102120;5819674
5102120;5819673
5102120;5819659
5102120;5819656
5102120;5819655
5102120;5819651
5102120;5819650
5102120;5819649
5102120;5819646
5102120;5819644
5102120;5819643
5102120;5819641
5102120;5819640
5102120;5819639
5102120;5819637
5102120;5819634
5102120;5819633
5102120;5819632
5102120;5819631
5102120;5819628
5102120;5819626
5102120;5819625
5102120;5819621
5102120;5819620
5102120;5819618
5102120;5819586
5102120;5819567
5102120;5818673
5102120;5818662
5102120;5818645
5102120;5818642
5102120;5818640
5102120;5818569
5102200;5822964
5102200;5822719
5102200;5821646
5102200;5821644
5102200;5821641
5102200;5821640
5102200;5821637
5102200;5821635
5102200;5821633
5102200;5821632
5102200;5821631
5102200;5821627
5102200;5821622
5102200;5821621
5102200;5821616
5102200;5821612
5102200;5821609
5102200;5821608
5102200;5821603
5102200;5821600
5102200;5821599
5102200;5821598
5102200;5821595
5102200;5821593
5102200;5821592
5102200;5821591
5102200;5821590
5102200;5821588
5102200;5821587
5102200;5821586
5102200;5821585
5102200;5821584
5102200;5821583
5102200;5821580
5102200;5821579
5102200;5821577
5102200;5821576
5102200;5821573
5102200;5821571
5102200;5821570
5102200;5821569
5102200;5821568
5102200;5821566
5102200;5821565
5102200;5821564
5102200;5820621
5102200;5820605
5102200;5820596
5102200;5820595
5102200;5820588
5102200;5820580
5102200;5820576
5102200;5820575
5102200;5819682
5102200;5819672
5102200;5819661
5102200;5819619
5102200;5819577
5102200;5818633
5102200;5818629
5102200;5817671
5102200;5817634
5102200;4720687
5102810;5820606
5102810;5820592
5102810;5820586
5102810;5819577
5102810;5817634
5103220;5820621
5103220;5820606
5103220;5820604
5103220;5820601
5103220;5820586
5103220;5820570
5103220;5819646
5104110;5818662
5104110;5818640
5104110;5719621
5104211;5719636
5104211;5719621
5104211;5718578
5104212;9822677
5104212;6821015
5104212;5819964
5104212;5819664
5104212;5819661
5104212;5819651
5104212;5819642
5104212;5819640
5104212;5819631
5104212;5819625
5104212;5819620
5104212;5819580
5104212;5819579
5104212;5818645
5104212;5818640
5104212;5818629
5104212;5720968
5104212;5719636
5104212;5719629
5104212;5719621
5104212;5719616
5104212;5719613
5104212;5719595
5104212;5718622
5104212;5718564
5105213;5819659
5105213;5819655
5105213;5819649
5105213;5819641
5105213;5819639
5105213;5819637
5105213;5819634
5105213;5819628
5105213;5819621
5105213;5819618
5105213;5819616
5105213;5818563
5105213;5719647
5107201;5819656
5107201;5819650
5107201;5819643
5107201;5819632
5107201;5819626
5107201;5818642
5171010;5823302
5171010;5823297
5171010;5823293
5171010;5823282
5171010;5823275
5171010;5823271
5171010;5823266
5171020;5823300
5171020;5823294
5171020;5823293
5171020;5823285
5171020;5823282
5171020;5823278
5171020;5823269
5171020;5823268
5171020;5823266
5171020;5823263
5171030;5823294
5171030;5823287
5171030;5823280
5171030;5823278
5171030;5823276
5171030;5823275
5171040;5823287
5171040;5823282
5171040;5823266
5171070;9822644
5171070;5823303
5171070;5823302
5171070;5823300
5171070;5823299
5171070;5823297
5171070;5823293
5171070;5823291
5171070;5823287
5171070;5823285
5171070;5823283
5171070;5823282
5171070;5823280
5171070;5823278
5171070;5823277
5171070;5823276
5171070;5823275
5171070;5823271
5171070;5823269
5171070;5823268
5171070;5823266
5171070;5823263
5171080;5823303
5171080;5823302
5171080;5823300
5171080;5823297
5171080;5823293
5171080;5823291
5171080;5823287
5171080;5823285
5171080;5823283
5171080;5823282
5171080;5823280
5171080;5823278
5171080;5823277
5171080;5823276
5171080;5823275
5171080;5823271
5171080;5823269
5171080;5823266
5171080;5823263
5171080;4323273
5171080;4323272
5171090;5823303
5171090;5823302
5171090;5823300
5171090;5823299
5171090;5823298
5171090;5823297
5171090;5823293
5171090;5823291
5171090;5823285
5171090;5823283
5171090;5823282
5171090;5823280
5171090;5823278
5171090;5823277
5171090;5823276
5171090;5823275
5171090;5823271
5171090;5823269
5171090;5823268
5171090;5823263
5171100;5823303
5171100;5823300
5171100;5823299
5171100;5823298
5171100;5823297
5171100;5823293
5171100;5823291
5171100;5823285
5171100;5823283
5171100;5823282
5171100;5823278
5171100;5823277
5171100;5823276
5171100;5823271
5171100;5823269
5171100;5823268
5171100;5823263
5171110;5823303
5171110;5823302
5171110;5823300
5171110;5823299
5171110;5823298
5171110;5823297
5171110;5823293
5171110;5823291
5171110;5823287
5171110;5823285
5171110;5823283
5171110;5823282
5171110;5823280
5171110;5823278
5171110;5823277
5171110;5823276
5171110;5823275
5171110;5823271
5171110;5823269
5171110;5823268
5171110;5823266
5171110;5823263
5171512;5823298
5171512;5823297
5171512;5823287
5171512;5823268
5171512;5823263
5171513;9822685
5171513;9822684
5171513;9822683
5171513;9822679
5171513;9822658
5171513;9822643
5171513;5823293
5171513;5823291
6100120;6822966
6100120;6822965
6100120;6822673
6100120;6822671
6100120;6822670
6100120;6822669
6100120;6822668
6100120;6822667
6100120;6822666
6100120;6822665
6100120;6822664
6100120;6822662
6100120;6822661
6100120;6822660
6100120;6822659
6100120;6822658
6100120;6822657
6100120;6822656
6100120;6822654
6100120;6822653
6100120;6822652
6100120;6822651
6100120;6822650
6100120;6822648
6100120;6822647
6100120;6822646
6100120;6822645
6100120;6822644
6100120;6822643
6100120;6822642
6100120;6822641
6100120;6822640
6100120;6822638
6100120;6822637
6100120;6822636
6100120;6822635
6100120;6822634
6100120;6822632
6100120;6822630
6100120;6822629
6100120;6822627
6100120;6822626
6100120;6822625
6100120;6822624
6100120;6822622
6100120;6822620
6100120;6822619
6100120;6822618
6100120;6822617
6100120;6822616
6100120;6822612
6100120;6822611
6100120;6822610
6100120;6822609
6100120;6822608
6100120;6822607
6100120;6822606
6100120;6822605
6100120;6822604
6100120;6822603
6100120;6822601
6100120;6822600
6100120;6822599
6100120;6822597
6100120;6822596
6100120;6822595
6100120;6822594
6100120;6822593
6100120;6822592
6100120;6822591
6100120;6822590
6100120;6822588
6100120;6822587
6100120;6822586
6100120;6822585
6100120;6822584
6100120;6822583
6100120;6822582
6100120;6822581
6100120;6822580
6100120;6822579
6100120;6822578
6100120;6822577
6100120;6822576
6100120;6822575
6100120;6822574
6100120;6822573
6100120;6822571
6100120;6822570
6100120;6822569
6100120;6822566
6100120;6822565
6100120;6822564
6100120;6821670
6100120;6821669
6100120;6821664
6100120;6821652
6100120;6821627
6100120;6821602
6100120;6821591
6100120;6821563
6100220;6822963
6100220;6821664
6100220;6821661
6100220;6821656
6100220;6821652
6100220;6821651
6100220;6821647
6100220;6821643
6100220;6821640
6100220;6821637
6100220;6821636
6100220;6821635
6100220;6821633
6100220;6821632
6100220;6821624
6100220;6821621
6100220;6821613
6100220;6821605
6100220;6821602
6100220;6821590
6100220;6821587
6100220;6821577
6100220;6821572
6100220;6821014
6100220;6820667
6100220;6820627
6100220;6820607
6100220;6820570
6100220;6819625
6100230;6822966
6100230;6821665
6100230;6821664
6100230;6821663
6100230;6821661
6100230;6821659
6100230;6821657
6100230;6821655
6100230;6821654
6100230;6821649
6100230;6821644
6100230;6821643
6100230;6821642
6100230;6821640
6100230;6821639
6100230;6821635
6100230;6821630
6100230;6821629
6100230;6821626
6100230;6821622
6100230;6821620
6100230;6821619
6100230;6821618
6100230;6821616
6100230;6821615
6100230;6821611
6100230;6821609
6100230;6821608
6100230;6821607
6100230;6821606
6100230;6821604
6100230;6821603
6100230;6821601
6100230;6821599
6100230;6821597
6100230;6821596
6100230;6821593
6100230;6821587
6100230;6821585
6100230;6821584
6100230;6821580
6100230;6821579
6100230;6821578
6100230;6821576
6100230;6821575
6100230;6821574
6100230;6821573
6100230;6821571
6100230;6821569
6100230;6821568
6100230;6821566
6100230;6821565
6100230;6820964
6100230;6820667
6100230;6820660
6100230;6820628
6100230;6820627
6100230;6820588
6100230;6820579
6100230;6820570
6100230;6819645
6100230;6819625
6100230;6819600
6100230;6819595
6100230;6819594
6100310;6822673
6100310;6822671
6100310;6822670
6100310;6822669
6100310;6822668
6100310;6822667
6100310;6822666
6100310;6822664
6100310;6822662
6100310;6822661
6100310;6822660
6100310;6822659
6100310;6822658
6100310;6822657
6100310;6822656
6100310;6822654
6100310;6822653
6100310;6822652
6100310;6822651
6100310;6822650
6100310;6822647
6100310;6822646
6100310;6822645
6100310;6822644
6100310;6822643
6100310;6822642
6100310;6822641
6100310;6822640
6100310;6822638
6100310;6822637
6100310;6822636
6100310;6822635
6100310;6822634
6100310;6822632
6100310;6822630
6100310;6822629
6100310;6822627
6100310;6822626
6100310;6822625
6100310;6822624
6100310;6822623
6100310;6822622
6100310;6822620
6100310;6822619
6100310;6822618
6100310;6822617
6100310;6822616
6100310;6822614
6100310;6822612
6100310;6822611
6100310;6822610
6100310;6822609
6100310;6822608
6100310;6822607
6100310;6822606
6100310;6822605
6100310;6822604
6100310;6822603
6100310;6822601
6100310;6822600
6100310;6822599
6100310;6822597
6100310;6822596
6100310;6822594
6100310;6822593
6100310;6822592
6100310;6822591
6100310;6822590
6100310;6822588
6100310;6822587
6100310;6822586
6100310;6822585
6100310;6822584
6100310;6822583
6100310;6822582
6100310;6822581
6100310;6822580
6100310;6822578
6100310;6822577
6100310;6822576
6100310;6822575
6100310;6822574
6100310;6822573
6100310;6822571
6100310;6822570
6100310;6822569
6100310;6822566
6100310;6822565
6100310;6822564
6100310;6821666
6100310;6821664
6100310;6821652
6100310;6821627
6100310;6821613
6100310;6821608
6100310;6821587
6100310;6820650
6100310;6820632
6100310;6820628
6100310;6820627
6100310;6820588
6100310;6820579
6100310;6820570
6100310;6818639
6100320;6821669
6100320;6821665
6100320;6821664
6100320;6821656
6100320;6821654
6100320;6821652
6100320;6821647
6100320;6821646
6100320;6821640
6100320;6821637
6100320;6821636
6100320;6821635
6100320;6821633
